,visitor_score,home_score,MOV,mov
20944,4,7,3,-3
20945,4,2,2,2
20946,6,7,1,-1
20947,9,4,5,5
20948,4,5,1,-1
20949,4,3,1,1
20950,4,0,4,4
20951,13,10,3,3
20952,5,0,5,5
20953,1,2,1,-1
20954,3,7,4,-4
20955,2,3,1,-1
20956,7,3,4,4
20957,4,6,2,-2
20958,3,7,4,-4
20959,3,11,8,-8
20960,0,4,4,-4
20961,8,4,4,4
20962,2,3,1,-1
20963,2,3,1,-1
20964,6,5,1,1
20965,12,6,6,6
20966,8,2,6,6
20967,6,7,1,-1
20968,9,4,5,5
20969,10,3,7,7
20970,12,6,6,6
20971,7,5,2,2
20972,8,12,4,-4
20973,4,3,1,1
20974,2,1,1,1
20975,2,7,5,-5
20976,7,6,1,1
20977,4,1,3,3
20978,4,6,2,-2
20979,1,3,2,-2
20980,9,1,8,8
20981,4,5,1,-1
20982,6,2,4,4
20983,3,1,2,2
20984,2,5,3,-3
20985,3,4,1,-1
20986,5,15,10,-10
20987,3,4,1,-1
20988,10,5,5,5
20989,8,3,5,5
20990,11,2,9,9
20991,5,1,4,4
20992,2,6,4,-4
20993,1,4,3,-3
20994,1,2,1,-1
20995,0,5,5,-5
20996,9,4,5,5
20997,7,1,6,6
20998,2,6,4,-4
20999,5,11,6,-6
21000,2,11,9,-9
21001,4,10,6,-6
21002,5,9,4,-4
21003,1,2,1,-1
21004,7,3,4,4
21005,10,5,5,5
21006,4,5,1,-1
21007,1,4,3,-3
21008,0,4,4,-4
21009,2,3,1,-1
21010,0,5,5,-5
21011,1,0,1,1
21012,5,4,1,1
21013,5,8,3,-3
21014,5,2,3,3
21015,8,5,3,3
21016,5,11,6,-6
21017,0,3,3,-3
21018,7,4,3,3
21019,8,1,7,7
21020,4,3,1,1
21021,3,6,3,-3
21022,9,5,4,4
21023,3,5,2,-2
21024,5,2,3,3
21025,5,3,2,2
21026,4,5,1,-1
21027,1,2,1,-1
21028,4,5,1,-1
21029,1,10,9,-9
21030,0,2,2,-2
21031,0,6,6,-6
21032,6,11,5,-5
21033,1,0,1,1
21034,4,5,1,-1
21035,3,2,1,1
21036,6,3,3,3
21037,4,25,21,-21
21038,3,1,2,2
21039,4,2,2,2
21040,1,2,1,-1
21041,6,2,4,4
21042,3,6,3,-3
21043,2,6,4,-4
21044,5,2,3,3
21045,6,10,4,-4
21046,4,6,2,-2
21047,9,2,7,7
21048,3,6,3,-3
21049,3,5,2,-2
21050,10,5,5,5
21051,4,7,3,-3
21052,2,0,2,2
21053,7,5,2,2
21054,3,8,5,-5
21055,8,3,5,5
21056,2,7,5,-5
21057,8,1,7,7
21058,6,1,5,5
21059,5,21,16,-16
21060,4,2,2,2
21061,2,5,3,-3
21062,2,3,1,-1
21063,4,10,6,-6
21064,7,15,8,-8
21065,4,6,2,-2
21066,7,3,4,4
21067,2,4,2,-2
21068,8,17,9,-9
21069,3,6,3,-3
21070,4,5,1,-1
21071,2,1,1,1
21072,3,5,2,-2
21073,2,1,1,1
21074,1,5,4,-4
21075,6,7,1,-1
21076,1,4,3,-3
21077,7,4,3,3
21078,4,6,2,-2
21079,0,1,1,-1
21080,7,2,5,5
21081,3,2,1,1
21082,3,11,8,-8
21083,3,9,6,-6
21084,4,5,1,-1
21085,14,0,14,14
21086,4,8,4,-4
21087,0,3,3,-3
21088,3,8,5,-5
21089,8,4,4,4
21090,7,1,6,6
21091,2,6,4,-4
21092,1,4,3,-3
21093,0,3,3,-3
21094,2,8,6,-6
21095,1,2,1,-1
21096,5,1,4,4
21097,2,1,1,1
21098,1,3,2,-2
21099,3,2,1,1
21100,10,6,4,4
21101,2,3,1,-1
21102,5,4,1,1
21103,5,4,1,1
21104,3,5,2,-2
21105,2,1,1,1
21106,1,2,1,-1
21107,4,5,1,-1
21108,3,4,1,-1
21109,5,6,1,-1
21110,0,6,6,-6
21111,3,6,3,-3
21112,8,7,1,1
21113,9,6,3,3
21114,2,3,1,-1
21115,0,2,2,-2
21116,1,2,1,-1
21117,4,6,2,-2
21118,3,1,2,2
21119,2,6,4,-4
21120,7,0,7,7
21121,0,10,10,-10
21122,3,1,2,2
21123,4,3,1,1
21124,5,2,3,3
21125,10,2,8,8
21126,3,2,1,1
21127,11,5,6,6
21128,6,1,5,5
21129,2,1,1,1
21130,3,8,5,-5
21131,3,1,2,2
21132,5,11,6,-6
21133,4,3,1,1
21134,3,2,1,1
21135,5,0,5,5
21136,4,2,2,2
21137,3,4,1,-1
21138,4,11,7,-7
21139,10,7,3,3
21140,0,6,6,-6
21141,4,3,1,1
21142,7,1,6,6
21143,4,8,4,-4
21144,0,8,8,-8
21145,8,3,5,5
21146,0,6,6,-6
21147,7,3,4,4
21148,2,5,3,-3
21149,0,9,9,-9
21150,2,3,1,-1
21151,5,4,1,1
21152,7,11,4,-4
21153,10,5,5,5
21154,8,5,3,3
21155,8,4,4,4
21156,10,5,5,5
21157,3,6,3,-3
21158,4,5,1,-1
21159,8,6,2,2
21160,3,7,4,-4
21161,4,5,1,-1
21162,5,8,3,-3
21163,1,10,9,-9
21164,2,3,1,-1
21165,0,3,3,-3
21166,4,5,1,-1
21167,6,2,4,4
21168,0,2,2,-2
21169,10,13,3,-3
21170,3,4,1,-1
21171,19,12,7,7
21172,0,1,1,-1
21173,3,5,2,-2
21174,5,2,3,3
21175,7,0,7,7
21176,12,7,5,5
21177,7,0,7,7
21178,4,2,2,2
21179,9,4,5,5
21180,3,6,3,-3
21181,2,3,1,-1
21182,3,4,1,-1
21183,5,1,4,4
21184,4,0,4,4
21185,7,0,7,7
21186,5,0,5,5
21187,6,4,2,2
21188,3,1,2,2
21189,4,3,1,1
21190,3,2,1,1
21191,8,3,5,5
21192,3,5,2,-2
21193,3,1,2,2
21194,7,8,1,-1
21195,3,4,1,-1
21196,9,2,7,7
21197,3,4,1,-1
21198,4,3,1,1
21199,3,9,6,-6
21200,3,4,1,-1
21201,8,7,1,1
21202,4,1,3,3
21203,9,7,2,2
21204,2,4,2,-2
21205,4,3,1,1
21206,8,2,6,6
21207,2,7,5,-5
21208,1,2,1,-1
21209,1,9,8,-8
21210,1,6,5,-5
21211,10,3,7,7
21212,5,2,3,3
21213,6,3,3,3
21214,6,7,1,-1
21215,5,9,4,-4
21216,1,3,2,-2
21217,8,5,3,3
21218,6,7,1,-1
21219,3,5,2,-2
21220,6,10,4,-4
21221,7,0,7,7
21222,8,1,7,7
21223,2,1,1,1
21224,2,1,1,1
21225,7,3,4,4
21226,4,6,2,-2
21227,3,6,3,-3
21228,6,3,3,3
21229,5,1,4,4
21230,6,5,1,1
21231,2,5,3,-3
21232,1,4,3,-3
21233,2,3,1,-1
21234,6,4,2,2
21235,2,5,3,-3
21236,4,8,4,-4
21237,4,3,1,1
21238,3,4,1,-1
21239,4,7,3,-3
21240,3,2,1,1
21241,2,4,2,-2
21242,16,5,11,11
21243,6,5,1,1
21244,1,12,11,-11
21245,6,5,1,1
21246,4,6,2,-2
21247,6,1,5,5
21248,2,0,2,2
21249,5,3,2,2
21250,24,4,20,20
21251,6,9,3,-3
21252,1,0,1,1
21253,5,1,4,4
21254,5,4,1,1
21255,2,6,4,-4
21256,8,15,7,-7
21257,3,1,2,2
21258,6,8,2,-2
21259,11,5,6,6
21260,1,2,1,-1
21261,2,4,2,-2
21262,1,0,1,1
21263,9,4,5,5
21264,2,5,3,-3
21265,2,8,6,-6
21266,3,7,4,-4
21267,3,9,6,-6
21268,1,2,1,-1
21269,4,5,1,-1
21270,5,7,2,-2
21271,3,4,1,-1
21272,11,1,10,10
21273,4,6,2,-2
21274,5,3,2,2
21275,1,7,6,-6
21276,3,1,2,2
21277,1,3,2,-2
21278,6,7,1,-1
21279,2,7,5,-5
21280,7,5,2,2
21281,2,5,3,-3
21282,3,1,2,2
21283,4,2,2,2
21284,7,5,2,2
21285,6,11,5,-5
21286,1,7,6,-6
21287,4,5,1,-1
21288,11,7,4,4
21289,4,2,2,2
21290,4,11,7,-7
21291,8,2,6,6
21292,1,2,1,-1
21293,4,3,1,1
21294,2,1,1,1
21295,12,1,11,11
21296,2,0,2,2
21297,6,7,1,-1
21298,0,8,8,-8
21299,4,5,1,-1
21300,2,10,8,-8
21301,9,4,5,5
21302,12,1,11,11
21303,2,4,2,-2
21304,5,3,2,2
21305,2,5,3,-3
21306,2,1,1,1
21307,1,0,1,1
21308,5,4,1,1
21309,8,5,3,3
21310,0,9,9,-9
21311,4,7,3,-3
21312,0,1,1,-1
21313,3,5,2,-2
21314,4,5,1,-1
21315,4,3,1,1
21316,5,2,3,3
21317,2,1,1,1
21318,9,7,2,2
21319,3,6,3,-3
21320,6,1,5,5
21321,4,10,6,-6
21322,6,3,3,3
21323,5,2,3,3
21324,1,2,1,-1
21325,0,6,6,-6
21326,3,2,1,1
21327,1,4,3,-3
21328,2,8,6,-6
21329,1,5,4,-4
21330,2,6,4,-4
21331,3,1,2,2
21332,3,9,6,-6
21333,0,4,4,-4
21334,3,5,2,-2
21335,2,1,1,1
21336,7,8,1,-1
21337,4,10,6,-6
21338,3,7,4,-4
21339,8,2,6,6
21340,4,2,2,2
21341,10,7,3,3
21342,3,6,3,-3
21343,0,6,6,-6
21344,1,7,6,-6
21345,3,4,1,-1
21346,5,0,5,5
21347,3,1,2,2
21348,2,0,2,2
21349,0,7,7,-7
21350,2,7,5,-5
21351,4,6,2,-2
21352,3,4,1,-1
21353,6,3,3,3
21354,2,3,1,-1
21355,7,5,2,2
21356,1,11,10,-10
21357,0,1,1,-1
21358,6,7,1,-1
21359,0,3,3,-3
21360,7,6,1,1
21361,9,3,6,6
21362,7,5,2,2
21363,6,3,3,3
21364,4,5,1,-1
21365,7,1,6,6
21366,3,10,7,-7
21367,2,4,2,-2
21368,4,3,1,1
21369,6,10,4,-4
21370,1,9,8,-8
21371,4,5,1,-1
21372,1,3,2,-2
21373,9,1,8,8
21374,0,3,3,-3
21375,3,5,2,-2
21376,8,3,5,5
21377,10,3,7,7
21378,5,1,4,4
21379,6,1,5,5
21380,1,7,6,-6
21381,6,2,4,4
21382,1,5,4,-4
21383,6,8,2,-2
21384,2,5,3,-3
21385,0,9,9,-9
21386,12,3,9,9
21387,3,7,4,-4
21388,4,0,4,4
21389,4,7,3,-3
21390,15,0,15,15
21391,1,3,2,-2
21392,3,1,2,2
21393,5,3,2,2
21394,7,2,5,5
21395,12,5,7,7
21396,6,2,4,4
21397,1,9,8,-8
21398,8,3,5,5
21399,4,7,3,-3
21400,5,3,2,2
21401,0,2,2,-2
21402,7,10,3,-3
21403,0,7,7,-7
21404,4,11,7,-7
21405,6,2,4,4
21406,5,9,4,-4
21407,1,2,1,-1
21408,7,9,2,-2
21409,5,4,1,1
21410,1,2,1,-1
21411,0,1,1,-1
21412,2,5,3,-3
21413,3,2,1,1
21414,5,12,7,-7
21415,7,8,1,-1
21416,1,8,7,-7
21417,4,3,1,1
21418,2,6,4,-4
21419,4,5,1,-1
21420,8,4,4,4
21421,8,5,3,3
21422,10,3,7,7
21423,13,12,1,1
21424,6,8,2,-2
21425,3,8,5,-5
21426,3,1,2,2
21427,2,0,2,2
21428,5,10,5,-5
21429,6,14,8,-8
21430,4,3,1,1
21431,4,5,1,-1
21432,2,9,7,-7
21433,4,1,3,3
21434,3,1,2,2
21435,5,4,1,1
21436,2,1,1,1
21437,3,1,2,2
21438,2,3,1,-1
21439,0,5,5,-5
21440,9,4,5,5
21441,3,5,2,-2
21442,5,2,3,3
21443,8,7,1,1
21444,7,1,6,6
21445,3,2,1,1
21446,2,3,1,-1
21447,6,5,1,1
21448,1,2,1,-1
21449,0,7,7,-7
21450,0,7,7,-7
21451,5,12,7,-7
21452,4,1,3,3
21453,1,6,5,-5
21454,0,3,3,-3
21455,3,0,3,3
21456,2,9,7,-7
21457,5,7,2,-2
21458,5,7,2,-2
21459,10,7,3,3
21460,3,5,2,-2
21461,2,3,1,-1
21462,3,6,3,-3
21463,7,1,6,6
21464,4,2,2,2
21465,2,1,1,1
21466,4,0,4,4
21467,4,5,1,-1
21468,6,1,5,5
21469,5,3,2,2
21470,3,7,4,-4
21471,4,5,1,-1
21472,1,2,1,-1
21473,8,7,1,1
21474,4,7,3,-3
21475,1,5,4,-4
21476,2,3,1,-1
21477,6,1,5,5
21478,8,1,7,7
21479,7,3,4,4
21480,4,1,3,3
21481,6,4,2,2
21482,9,4,5,5
21483,0,8,8,-8
21484,6,4,2,2
21485,2,4,2,-2
21486,1,9,8,-8
21487,11,7,4,4
21488,2,8,6,-6
21489,4,18,14,-14
21490,6,2,4,4
21491,8,2,6,6
21492,8,9,1,-1
21493,4,2,2,2
21494,1,3,2,-2
21495,3,4,1,-1
21496,1,5,4,-4
21497,3,4,1,-1
21498,2,4,2,-2
21499,5,1,4,4
21500,1,4,3,-3
21501,3,6,3,-3
21502,1,2,1,-1
21503,3,1,2,2
21504,7,1,6,6
21505,0,6,6,-6
21506,5,1,4,4
21507,2,6,4,-4
21508,4,11,7,-7
21509,9,4,5,5
21510,1,11,10,-10
21511,3,7,4,-4
21512,11,8,3,3
21513,8,3,5,5
21514,3,9,6,-6
21515,2,5,3,-3
21516,5,1,4,4
21517,5,3,2,2
21518,2,4,2,-2
21519,4,0,4,4
21520,9,8,1,1
21521,3,5,2,-2
21522,7,3,4,4
21523,1,2,1,-1
21524,6,4,2,2
21525,2,3,1,-1
21526,7,6,1,1
21527,10,2,8,8
21528,1,3,2,-2
21529,1,9,8,-8
21530,2,8,6,-6
21531,2,5,3,-3
21532,9,3,6,6
21533,3,10,7,-7
21534,7,6,1,1
21535,6,2,4,4
21536,6,4,2,2
21537,9,4,5,5
21538,3,5,2,-2
21539,6,12,6,-6
21540,4,2,2,2
21541,2,4,2,-2
21542,4,3,1,1
21543,3,5,2,-2
21544,6,3,3,3
21545,5,2,3,3
21546,3,5,2,-2
21547,6,10,4,-4
21548,4,8,4,-4
21549,4,0,4,4
21550,2,14,12,-12
21551,2,3,1,-1
21552,5,4,1,1
21553,2,7,5,-5
21554,2,4,2,-2
21555,3,4,1,-1
21556,5,10,5,-5
21557,1,5,4,-4
21558,3,10,7,-7
21559,5,6,1,-1
21560,5,3,2,2
21561,12,3,9,9
21562,3,4,1,-1
21563,4,1,3,3
21564,6,8,2,-2
21565,4,2,2,2
21566,5,10,5,-5
21567,9,8,1,1
21568,9,5,4,4
21569,7,6,1,1
21570,9,6,3,3
21571,3,6,3,-3
21572,4,6,2,-2
21573,5,6,1,-1
21574,1,0,1,1
21575,5,2,3,3
21576,1,3,2,-2
21577,3,7,4,-4
21578,2,3,1,-1
21579,3,8,5,-5
21580,2,6,4,-4
21581,3,2,1,1
21582,6,10,4,-4
21583,2,13,11,-11
21584,4,1,3,3
21585,7,8,1,-1
21586,5,2,3,3
21587,3,2,1,1
21588,3,4,1,-1
21589,7,2,5,5
21590,5,6,1,-1
21591,0,3,3,-3
21592,1,3,2,-2
21593,6,3,3,3
21594,5,3,2,2
21595,3,1,2,2
21596,7,6,1,1
21597,4,1,3,3
21598,5,11,6,-6
21599,0,1,1,-1
21600,3,2,1,1
21601,2,7,5,-5
21602,5,4,1,1
21603,3,6,3,-3
21604,5,10,5,-5
21605,2,1,1,1
21606,2,0,2,2
21607,5,1,4,4
21608,8,1,7,7
21609,4,5,1,-1
21610,0,13,13,-13
21611,5,1,4,4
21612,2,1,1,1
21613,4,3,1,1
21614,1,8,7,-7
21615,10,0,10,10
21616,0,1,1,-1
21617,5,4,1,1
21618,4,2,2,2
21619,1,3,2,-2
21620,5,4,1,1
21621,1,3,2,-2
21622,3,10,7,-7
21623,3,4,1,-1
21624,2,5,3,-3
21625,9,7,2,2
21626,4,3,1,1
21627,8,2,6,6
21628,3,5,2,-2
21629,3,4,1,-1
21630,4,6,2,-2
21631,5,10,5,-5
21632,2,3,1,-1
21633,4,7,3,-3
21634,2,14,12,-12
21635,4,0,4,4
21636,0,2,2,-2
21637,3,0,3,3
21638,5,0,5,5
21639,8,6,2,2
21640,8,0,8,8
21641,5,4,1,1
21642,4,2,2,2
21643,4,8,4,-4
21644,0,11,11,-11
21645,2,1,1,1
21646,7,1,6,6
21647,0,1,1,-1
21648,3,1,2,2
21649,4,5,1,-1
21650,6,3,3,3
21651,0,3,3,-3
21652,17,4,13,13
21653,6,5,1,1
21654,2,0,2,2
21655,3,5,2,-2
21656,0,15,15,-15
21657,4,10,6,-6
21658,3,10,7,-7
21659,8,7,1,1
21660,5,7,2,-2
21661,6,4,2,2
21662,2,1,1,1
21663,3,2,1,1
21664,6,4,2,2
21665,3,7,4,-4
21666,3,2,1,1
21667,0,5,5,-5
21668,3,4,1,-1
21669,4,8,4,-4
21670,3,4,1,-1
21671,6,4,2,2
21672,4,5,1,-1
21673,9,6,3,3
21674,3,2,1,1
21675,4,5,1,-1
21676,5,1,4,4
21677,11,6,5,5
21678,2,8,6,-6
21679,5,8,3,-3
21680,0,8,8,-8
21681,9,4,5,5
21682,6,7,1,-1
21683,4,2,2,2
21684,5,0,5,5
21685,6,1,5,5
21686,4,1,3,3
21687,3,0,3,3
21688,9,1,8,8
21689,8,1,7,7
21690,2,3,1,-1
21691,4,2,2,2
21692,3,1,2,2
21693,2,5,3,-3
21694,1,2,1,-1
21695,5,4,1,1
21696,6,4,2,2
21697,3,5,2,-2
21698,5,3,2,2
21699,0,7,7,-7
21700,2,3,1,-1
21701,9,7,2,2
21702,4,0,4,4
21703,0,9,9,-9
21704,3,7,4,-4
21705,2,5,3,-3
21706,0,7,7,-7
21707,0,4,4,-4
21708,1,2,1,-1
21709,4,8,4,-4
21710,1,2,1,-1
21711,1,4,3,-3
21712,8,2,6,6
21713,9,0,9,9
21714,1,10,9,-9
21715,0,10,10,-10
21716,9,3,6,6
21717,3,8,5,-5
21718,4,2,2,2
21719,5,4,1,1
21720,5,4,1,1
21721,8,11,3,-3
21722,11,6,5,5
21723,3,21,18,-18
21724,8,9,1,-1
21725,6,2,4,4
21726,5,6,1,-1
21727,5,3,2,2
21728,0,1,1,-1
21729,8,3,5,5
21730,3,5,2,-2
21731,4,2,2,2
21732,4,10,6,-6
21733,7,5,2,2
21734,4,3,1,1
21735,3,11,8,-8
21736,8,10,2,-2
21737,6,7,1,-1
21738,3,8,5,-5
21739,11,3,8,8
21740,5,1,4,4
21741,3,5,2,-2
21742,2,7,5,-5
21743,1,5,4,-4
21744,0,3,3,-3
21745,4,5,1,-1
21746,0,6,6,-6
21747,8,3,5,5
21748,4,5,1,-1
21749,4,5,1,-1
21750,5,10,5,-5
21751,2,3,1,-1
21752,2,3,1,-1
21753,13,0,13,13
21754,2,5,3,-3
21755,2,0,2,2
21756,1,2,1,-1
21757,0,14,14,-14
21758,0,6,6,-6
21759,13,6,7,7
21760,2,9,7,-7
21761,8,6,2,2
21762,6,1,5,5
21763,3,4,1,-1
21764,3,2,1,1
21765,2,6,4,-4
21766,6,3,3,3
21767,5,1,4,4
21768,1,6,5,-5
21769,5,2,3,3
21770,7,4,3,3
21771,5,1,4,4
21772,1,10,9,-9
21773,5,0,5,5
21774,6,4,2,2
21775,3,7,4,-4
21776,4,5,1,-1
21777,2,6,4,-4
21778,4,0,4,4
21779,7,3,4,4
21780,4,1,3,3
21781,5,3,2,2
21782,3,4,1,-1
21783,6,0,6,6
21784,4,3,1,1
21785,3,10,7,-7
21786,7,3,4,4
21787,4,5,1,-1
21788,12,4,8,8
21789,4,9,5,-5
21790,1,4,3,-3
21791,4,5,1,-1
21792,4,2,2,2
21793,8,10,2,-2
21794,9,2,7,7
21795,4,1,3,3
21796,2,7,5,-5
21797,6,7,1,-1
21798,6,1,5,5
21799,0,14,14,-14
21800,0,3,3,-3
21801,3,2,1,1
21802,2,1,1,1
21803,3,9,6,-6
21804,2,3,1,-1
21805,3,19,16,-16
21806,10,3,7,7
21807,10,2,8,8
21808,4,11,7,-7
21809,9,3,6,6
21810,7,8,1,-1
21811,1,3,2,-2
21812,0,3,3,-3
21813,3,5,2,-2
21814,1,4,3,-3
21815,1,2,1,-1
21816,3,9,6,-6
21817,2,0,2,2
21818,12,1,11,11
21819,4,8,4,-4
21820,8,4,4,4
21821,2,5,3,-3
21822,5,6,1,-1
21823,8,1,7,7
21824,10,2,8,8
21825,2,3,1,-1
21826,3,1,2,2
21827,5,8,3,-3
21828,2,1,1,1
21829,11,6,5,5
21830,14,6,8,8
21831,1,2,1,-1
21832,4,12,8,-8
21833,6,12,6,-6
21834,7,6,1,1
21835,2,1,1,1
21836,0,3,3,-3
21837,12,2,10,10
21838,5,6,1,-1
21839,0,1,1,-1
21840,0,3,3,-3
21841,5,4,1,1
21842,10,6,4,4
21843,5,2,3,3
21844,4,3,1,1
21845,5,2,3,3
21846,8,5,3,3
21847,4,9,5,-5
21848,3,8,5,-5
21849,1,4,3,-3
21850,3,4,1,-1
21851,5,10,5,-5
21852,6,5,1,1
21853,0,12,12,-12
21854,0,11,11,-11
21855,0,1,1,-1
21856,1,3,2,-2
21857,3,4,1,-1
21858,15,0,15,15
21859,4,5,1,-1
21860,0,4,4,-4
21861,2,10,8,-8
21862,2,1,1,1
21863,4,5,1,-1
21864,1,3,2,-2
21865,4,9,5,-5
21866,3,1,2,2
21867,2,5,3,-3
21868,9,7,2,2
21869,5,4,1,1
21870,3,5,2,-2
21871,5,12,7,-7
21872,6,3,3,3
21873,4,5,1,-1
21874,4,10,6,-6
21875,0,2,2,-2
21876,2,0,2,2
21877,3,5,2,-2
21878,0,2,2,-2
21879,2,7,5,-5
21880,0,4,4,-4
21881,4,12,8,-8
21882,5,1,4,4
21883,12,4,8,8
21884,2,0,2,2
21885,5,4,1,1
21886,6,1,5,5
21887,9,5,4,4
21888,1,4,3,-3
21889,6,2,4,4
21890,7,6,1,1
21891,2,4,2,-2
21892,0,6,6,-6
21893,5,18,13,-13
21894,3,7,4,-4
21895,2,4,2,-2
21896,6,8,2,-2
21897,3,2,1,1
21898,11,8,3,3
21899,6,8,2,-2
21900,2,1,1,1
21901,5,3,2,2
21902,2,4,2,-2
21903,5,6,1,-1
21904,1,3,2,-2
21905,6,8,2,-2
21906,0,3,3,-3
21907,5,0,5,5
21908,7,8,1,-1
21909,0,3,3,-3
21910,4,5,1,-1
21911,1,5,4,-4
21912,1,3,2,-2
21913,5,6,1,-1
21914,6,3,3,3
21915,3,9,6,-6
21916,7,5,2,2
21917,1,2,1,-1
21918,8,10,2,-2
21919,1,3,2,-2
21920,10,11,1,-1
21921,4,3,1,1
21922,0,8,8,-8
21923,4,3,1,1
21924,4,2,2,2
21925,7,3,4,4
21926,6,5,1,1
21927,10,3,7,7
21928,3,5,2,-2
21929,1,3,2,-2
21930,0,7,7,-7
21931,3,6,3,-3
21932,1,7,6,-6
21933,2,1,1,1
21934,6,5,1,1
21935,4,3,1,1
21936,5,6,1,-1
21937,6,5,1,1
21938,8,5,3,3
21939,8,2,6,6
21940,5,4,1,1
21941,3,1,2,2
21942,0,1,1,-1
21943,1,2,1,-1
21944,0,4,4,-4
21945,4,6,2,-2
21946,2,1,1,1
21947,4,6,2,-2
21948,1,0,1,1
21949,3,5,2,-2
21950,6,4,2,2
21951,5,4,1,1
21952,1,4,3,-3
21953,8,9,1,-1
21954,8,3,5,5
21955,7,6,1,1
21956,2,1,1,1
21957,6,3,3,3
21958,1,0,1,1
21959,0,4,4,-4
21960,3,5,2,-2
21961,4,9,5,-5
21962,4,0,4,4
21963,0,2,2,-2
21964,11,4,7,7
21965,8,4,4,4
21966,1,4,3,-3
21967,4,5,1,-1
21968,3,7,4,-4
21969,8,15,7,-7
21970,0,4,4,-4
21971,10,6,4,4
21972,10,13,3,-3
21973,4,10,6,-6
21974,0,2,2,-2
21975,5,2,3,3
21976,5,3,2,2
21977,1,3,2,-2
21978,8,10,2,-2
21979,2,3,1,-1
21980,2,3,1,-1
21981,4,5,1,-1
21982,4,2,2,2
21983,7,2,5,5
21984,14,8,6,6
21985,5,6,1,-1
21986,6,2,4,4
21987,5,6,1,-1
21988,4,6,2,-2
21989,6,4,2,2
21990,1,5,4,-4
21991,6,4,2,2
21992,9,2,7,7
21993,2,7,5,-5
21994,4,7,3,-3
21995,0,6,6,-6
21996,1,0,1,1
21997,3,4,1,-1
21998,12,6,6,6
21999,2,4,2,-2
22000,12,9,3,3
22001,1,2,1,-1
22002,5,7,2,-2
22003,3,0,3,3
22004,1,4,3,-3
22005,2,7,5,-5
22006,15,3,12,12
22007,12,5,7,7
22008,1,3,2,-2
22009,1,3,2,-2
22010,8,9,1,-1
22011,0,10,10,-10
22012,8,6,2,2
22013,3,4,1,-1
22014,6,5,1,1
22015,3,4,1,-1
22016,2,5,3,-3
22017,4,12,8,-8
22018,5,1,4,4
22019,3,4,1,-1
22020,13,5,8,8
22021,4,5,1,-1
22022,0,14,14,-14
22023,7,1,6,6
22024,14,8,6,6
22025,10,6,4,4
22026,2,7,5,-5
22027,0,4,4,-4
22028,8,11,3,-3
22029,13,2,11,11
22030,7,5,2,2
22031,10,5,5,5
22032,8,2,6,6
22033,3,6,3,-3
22034,6,3,3,3
22035,5,2,3,3
22036,5,2,3,3
22037,1,2,1,-1
22038,6,9,3,-3
22039,15,1,14,14
22040,3,1,2,2
22041,2,7,5,-5
22042,2,4,2,-2
22043,10,3,7,7
22044,9,1,8,8
22045,1,4,3,-3
22046,6,8,2,-2
22047,6,5,1,1
22048,7,6,1,1
22049,6,3,3,3
22050,0,2,2,-2
22051,0,5,5,-5
22052,0,1,1,-1
22053,7,11,4,-4
22054,8,5,3,3
22055,6,7,1,-1
22056,4,0,4,4
22057,7,6,1,1
22058,2,1,1,1
22059,6,2,4,4
22060,1,5,4,-4
22061,8,5,3,3
22062,9,1,8,8
22063,2,3,1,-1
